VPX14757-W773_Stability_001.dat
Hamamatsu ATLAS12 VPX14757 W773
project: S
componentType: SENSOR
testType: SENSOR_STABILITY
SENSOR_ST_SN: ???
component: 20USBSL0000773
date: 07.05.2019
TIME: 14:55:10
institution:
passed: false
problems: false
runNumber: 12
SENSOR_STA_LEN: 40h
SENSOR_STA_SETV: -500V
SENSOR_STA_MU: Keithley 2410
4 2643 (Not sure what this is, but this is ignored since no colon)
%%SENSOR_STA_TIME/%[s] %%SENSOR_STA_TEMP/%[�C] %%SENSOR_STA_HUM/%[%] %%SENSOR_STA_CURRENT/%[nA]
0044965.00 0000020.23 0000016.29 -000415.73
0045026.00 0000020.23 0000016.29 -000415.92
0045117.00 0000020.21 0000016.29 -000415.81
0045208.00 0000020.22 0000016.29 -000415.48
0045239.00 0000020.21 0000016.29 -000415.57
0045300.00 0000020.21 0000016.29 -000415.79
0045391.00 0000020.21 0000016.29 -000415.67
0045482.00 0000020.22 0000016.29 -000415.33
0045543.00 0000020.21 0000016.29 -000415.26
0045604.00 0000020.21 0000016.29 -000415.43
0045665.00 0000020.20 0000016.29 -000415.14
0045696.00 0000020.21 0000016.29 -000415.07
0045757.00 0000020.21 0000016.29 -000415.27
0045818.00 0000020.21 0000016.29 -000414.99
0045878.00 0000020.20 0000016.29 -000415.02
0045970.00 0000020.20 0000016.29 -000414.92
0046122.00 0000020.19 0000016.29 -000414.81
0046183.00 0000020.20 0000016.29 -000414.70
0046244.00 0000020.19 0000016.29 -000414.70
0046335.00 0000020.20 0000016.29 -000414.80
0046365.00 0000020.19 0000016.29 -000414.47
0046396.00 0000020.18 0000016.29 -000414.56
0046457.00 0000020.18 0000016.25 -000414.50
0046548.00 0000020.18 0000016.25 -000414.58
0046640.00 0000020.18 0000016.25 -000414.09
0046731.00 0000020.18 0000016.22 -000414.49
0046792.00 0000020.18 0000016.22 -000414.14
0046883.00 0000020.17 0000016.22 -000414.06
0047035.00 0000020.17 0000016.22 -000414.18
0047126.00 0000020.18 0000016.22 -000413.82
0047157.00 0000020.17 0000016.25 -000413.80
0047187.00 0000020.16 0000016.25 -000413.68
0047248.00 0000020.16 0000016.22 -000413.87
0047279.00 0000020.15 0000016.22 -000413.61
0047339.00 0000020.17 0000016.22 -000413.61
0047431.00 0000020.15 0000016.22 -000413.80
0047583.00 0000020.17 0000016.22 -000413.46
0047796.00 0000020.15 0000016.22 -000413.33
0047887.00 0000020.14 0000016.22 -000413.23
0047918.00 0000020.16 0000016.22 -000413.18
0047979.00 0000020.14 0000016.22 -000413.15
0048009.00 0000020.14 0000016.22 -000413.10
0048070.00 0000020.14 0000016.22 -000413.17
0048161.00 0000020.15 0000016.22 -000412.98
0048222.00 0000020.14 0000016.22 -000413.10
0048253.00 0000020.14 0000016.22 -000412.81
0048283.00 0000020.14 0000016.22 -000412.90
0048314.00 0000020.14 0000016.22 -000412.75
0048374.00 0000020.14 0000016.22 -000412.96
0048466.00 0000020.14 0000016.22 -000412.65
0048527.00 0000020.14 0000016.22 -000412.66
0048557.00 0000020.14 0000016.22 -000412.51
0048588.00 0000020.14 0000016.22 -000412.58
0048649.00 0000020.14 0000016.22 -000412.36
0048709.00 0000020.12 0000016.22 -000412.45
0048801.00 0000020.13 0000016.22 -000412.68
0048953.00 0000020.13 0000016.22 -000412.56
0049044.00 0000020.12 0000016.22 -000412.27
0049105.00 0000020.13 0000016.22 -000412.04
0049196.00 0000020.13 0000016.22 -000412.08
0049257.00 0000020.12 0000016.22 -000411.97
0049318.00 0000020.12 0000016.22 -000411.87
0049379.00 0000020.12 0000016.22 -000411.86
0049470.00 0000020.12 0000016.22 -000412.09
0049592.00 0000020.10 0000016.21 -000411.73
0049684.00 0000020.10 0000016.21 -000411.84
0049744.00 0000020.10 0000016.21 -000411.67
0049775.00 0000020.10 0000016.18 -000411.53
0049836.00 0000020.10 0000016.21 -000411.59
0049897.00 0000020.10 0000016.21 -000411.48
0049957.00 0000020.12 0000016.22 -000411.78
0050049.00 0000020.10 0000016.21 -000411.56
0050079.00 0000020.10 0000016.21 -000411.34
0050110.00 0000020.11 0000016.21 -000411.15
0050140.00 0000020.11 0000016.21 -000411.13
0050201.00 0000020.09 0000016.21 -000411.38
0050292.00 0000020.10 0000016.21 -000411.03
0050445.00 0000020.10 0000016.21 -000411.05
0050536.00 0000020.09 0000016.21 -000410.93
0050566.00 0000020.08 0000016.21 -000410.80
0050658.00 0000020.08 0000016.21 -000411.06
0050810.00 0000020.08 0000016.21 -000410.86
0050840.00 0000020.07 0000016.21 -000410.60
0050992.00 0000020.08 0000016.21 -000410.56
0051023.00 0000020.07 0000016.21 -000410.37
0051175.00 0000020.08 0000016.21 -000410.40
0051358.00 0000020.05 0000016.21 -000410.10
0051388.00 0000020.08 0000016.21 -000410.07
0051480.00 0000020.07 0000016.21 -000410.38
0051601.00 0000020.06 0000016.21 -000409.93
0051632.00 0000020.06 0000016.21 -000410.00
0051693.00 0000020.06 0000016.21 -000409.92
0051784.00 0000020.06 0000016.21 -000409.96
0051936.00 0000020.06 0000016.21 -000409.70
0052027.00 0000020.06 0000016.21 -000409.75
0052149.00 0000020.04 0000016.21 -000409.62
0052241.00 0000020.05 0000016.28 -000409.45
0052271.00 0000020.03 0000016.21 -000409.55
0052301.00 0000020.03 0000016.25 -000409.44
0052362.00 0000020.04 0000016.25 -000409.35
0052393.00 0000020.05 0000016.25 -000409.33
0052454.00 0000020.05 0000016.28 -000409.54
0052545.00 0000020.04 0000016.21 -000409.41
0052606.00 0000020.04 0000016.28 -000409.22
0052667.00 0000020.03 0000016.28 -000409.14
0052728.00 0000020.04 0000016.28 -000409.33
0052758.00 0000020.04 0000016.28 -000409.04
0052788.00 0000020.04 0000016.25 -000408.98
0052819.00 0000020.04 0000016.28 -000408.97
0052880.00 0000020.02 0000016.24 -000408.91
0052941.00 0000020.02 0000016.28 -000408.78
0053002.00 0000020.01 0000016.24 -000408.91
0053093.00 0000020.03 0000016.28 -000408.94
0053215.00 0000020.02 0000016.28 -000408.54
0053276.00 0000020.00 0000016.28 -000408.52
0053337.00 0000020.01 0000016.28 -000408.54
0053428.00 0000020.01 0000016.28 -000408.30
0053458.00 0000020.01 0000016.28 -000408.29
0053519.00 0000020.00 0000016.28 -000408.49
0053550.00 0000020.00 0000016.28 -000408.29
0053611.00 0000020.00 0000016.28 -000408.26
0053641.00 0000020.00 0000016.28 -000408.13
0053671.00 0000019.99 0000016.28 -000408.21
0053732.00 0000019.98 0000016.28 -000408.20
0053763.00 0000020.00 0000016.28 -000408.23
0053793.00 0000019.99 0000016.28 -000408.04
0053824.00 0000019.99 0000016.28 -000407.96
0053884.00 0000019.98 0000016.28 -000408.22
0053915.00 0000019.98 0000016.28 -000407.95
0053946.00 0000019.98 0000016.28 -000407.99
0053976.00 0000019.98 0000016.28 -000408.12
0054006.00 0000019.96 0000016.28 -000407.96
0054037.00 0000019.97 0000016.28 -000407.80
0054067.00 0000019.99 0000016.28 -000407.96
0054098.00 0000019.97 0000016.28 -000407.94
0054128.00 0000019.98 0000016.28 -000407.80
0054159.00 0000019.98 0000016.28 -000408.00
0054189.00 0000019.97 0000016.28 -000407.74
0054219.00 0000019.97 0000016.28 -000407.87
0054250.00 0000019.96 0000016.28 -000407.63
0054280.00 0000019.97 0000016.28 -000407.38
0054311.00 0000019.96 0000016.28 -000407.78
0054341.00 0000019.96 0000016.28 -000407.43
0054372.00 0000019.96 0000016.28 -000407.49
0054402.00 0000019.96 0000016.35 -000407.31
0054433.00 0000019.95 0000016.31 -000407.57
0054463.00 0000019.96 0000016.28 -000407.52
0054493.00 0000019.95 0000016.35 -000407.33
0054524.00 0000019.96 0000016.28 -000407.20
0054554.00 0000019.96 0000016.28 -000407.39
0054585.00 0000019.94 0000016.28 -000407.27
0054615.00 0000019.95 0000016.31 -000407.31
0054646.00 0000019.96 0000016.31 -000407.28
0054676.00 0000019.96 0000016.28 -000407.18
0054706.00 0000019.96 0000016.35 -000407.00
0054737.00 0000019.96 0000016.31 -000407.11
0054767.00 0000019.96 0000016.31 -000407.01
0054798.00 0000019.95 0000016.35 -000406.93
0054828.00 0000019.95 0000016.28 -000406.98
0054859.00 0000019.96 0000016.35 -000407.09
0054889.00 0000019.94 0000016.34 -000406.75
0054920.00 0000019.96 0000016.31 -000407.06
0054950.00 0000019.94 0000016.34 -000406.78
0054981.00 0000019.94 0000016.34 -000406.84
0055011.00 0000019.94 0000016.34 -000406.79
0055041.00 0000019.94 0000016.34 -000406.67
0055072.00 0000019.94 0000016.34 -000406.60
0055102.00 0000019.94 0000016.34 -000406.73
0055133.00 0000019.92 0000016.34 -000406.65
0055163.00 0000019.93 0000016.34 -000406.57
0055194.00 0000019.94 0000016.34 -000406.53
0055224.00 0000019.93 0000016.34 -000406.39
0055254.00 0000019.94 0000016.34 -000406.30
0055285.00 0000019.92 0000016.34 -000406.40
0055315.00 0000019.93 0000016.34 -000406.55
0055346.00 0000019.93 0000016.34 -000406.45
0055376.00 0000019.92 0000016.34 -000406.31
0055407.00 0000019.92 0000016.34 -000406.33
0055437.00 0000019.91 0000016.34 -000406.21
0055467.00 0000019.91 0000016.34 -000406.33
0055498.00 0000019.92 0000016.34 -000406.32
0055528.00 0000019.91 0000016.34 -000405.95
0055559.00 0000019.91 0000016.34 -000405.98
0055589.00 0000019.92 0000016.34 -000406.09
0055620.00 0000019.91 0000016.34 -000405.98
0055650.00 0000019.91 0000016.34 -000406.05
0055681.00 0000019.91 0000016.34 -000405.73
0055711.00 0000019.90 0000016.34 -000405.81
0055742.00 0000019.92 0000016.34 -000405.74
0055772.00 0000019.90 0000016.34 -000406.06
0055803.00 0000019.90 0000016.34 -000406.01
0055833.00 0000019.90 0000016.34 -000405.68
0055863.00 0000019.90 0000016.34 -000405.84
0055894.00 0000019.90 0000016.34 -000405.56
0055924.00 0000019.90 0000016.34 -000405.80
0055955.00 0000019.90 0000016.34 -000405.71
0055985.00 0000019.89 0000016.34 -000405.47
0056016.00 0000019.91 0000016.34 -000405.68
0056046.00 0000019.89 0000016.34 -000405.41
0056076.00 0000019.89 0000016.34 -000405.30
0056107.00 0000019.89 0000016.34 -000405.63
0056137.00 0000019.89 0000016.34 -000405.51
0056168.00 0000019.88 0000016.34 -000405.47
0056198.00 0000019.88 0000016.34 -000405.37
0056229.00 0000019.88 0000016.34 -000405.14
0056259.00 0000019.89 0000016.34 -000405.12
0056289.00 0000019.88 0000016.34 -000405.15
0056320.00 0000019.88 0000016.34 -000405.24
0056350.00 0000019.87 0000016.34 -000405.16
0056381.00 0000019.88 0000016.38 -000405.10
0056411.00 0000019.87 0000016.34 -000405.09
0056442.00 0000019.88 0000016.34 -000404.92
0056472.00 0000019.87 0000016.34 -000404.83
0056502.00 0000019.86 0000016.34 -000404.65
0056533.00 0000019.86 0000016.34 -000404.80
0056563.00 0000019.87 0000016.38 -000404.96
0056594.00 0000019.87 0000016.34 -000404.69
0056624.00 0000019.85 0000016.37 -000404.49
0056655.00 0000019.85 0000016.37 -000404.50
0056685.00 0000019.85 0000016.37 -000404.62
0056716.00 0000019.85 0000016.34 -000404.69
0056746.00 0000019.84 0000016.34 -000404.52
0056777.00 0000019.84 0000016.34 -000404.66
0056807.00 0000019.84 0000016.41 -000404.66
0056837.00 0000019.85 0000016.37 -000404.38
0056868.00 0000019.84 0000016.37 -000404.44
0056898.00 0000019.83 0000016.34 -000404.42
0056929.00 0000019.84 0000016.34 -000404.04
0056959.00 0000019.83 0000016.34 -000404.35
0056990.00 0000019.82 0000016.37 -000404.29
0057020.00 0000019.84 0000016.41 -000404.06
0057050.00 0000019.84 0000016.37 -000403.90
0057081.00 0000019.84 0000016.41 -000403.87
0057111.00 0000019.84 0000016.41 -000403.87
0057142.00 0000019.82 0000016.37 -000403.87
0057172.00 0000019.84 0000016.34 -000404.11
0057203.00 0000019.82 0000016.37 -000403.99
0057233.00 0000019.82 0000016.37 -000403.83
0057264.00 0000019.82 0000016.41 -000403.88
0057294.00 0000019.82 0000016.37 -000403.66
0057324.00 0000019.82 0000016.37 -000403.63
0057355.00 0000019.83 0000016.41 -000403.85
0057385.00 0000019.81 0000016.41 -000403.60
0057416.00 0000019.82 0000016.41 -000403.48
0057446.00 0000019.82 0000016.41 -000403.42
0057477.00 0000019.82 0000016.41 -000403.68
0057507.00 0000019.80 0000016.41 -000403.29
0057537.00 0000019.80 0000016.41 -000403.25
0057568.00 0000019.80 0000016.41 -000403.28
0057599.00 0000019.81 0000016.37 -000403.16
0057629.00 0000019.80 0000016.41 -000403.46
0057659.00 0000019.80 0000016.41 -000403.36
0057690.00 0000019.81 0000016.41 -000403.29
0057720.00 0000019.82 0000016.41 -000403.28
0057751.00 0000019.81 0000016.41 -000403.04
0057781.00 0000019.82 0000016.41 -000403.00
0057812.00 0000019.82 0000016.41 -000402.87
0057842.00 0000019.81 0000016.41 -000402.89
0057872.00 0000019.80 0000016.37 -000402.86
0057903.00 0000019.80 0000016.41 -000402.82
0057933.00 0000019.80 0000016.41 -000402.93
0057964.00 0000019.79 0000016.41 -000402.92
0057994.00 0000019.79 0000016.41 -000402.84
0058025.00 0000019.78 0000016.41 -000402.72
0058055.00 0000019.79 0000016.41 -000402.61
0058085.00 0000019.79 0000016.41 -000402.55
0058116.00 0000019.79 0000016.41 -000402.66
0058146.00 0000019.78 0000016.41 -000402.47
0058177.00 0000019.78 0000016.41 -000402.45
0058207.00 0000019.77 0000016.41 -000402.36
0058238.00 0000019.78 0000016.41 -000402.31
0058268.00 0000019.78 0000016.41 -000402.18
0058298.00 0000019.76 0000016.40 -000402.21
0058329.00 0000019.78 0000016.41 -000402.27
0058359.00 0000019.78 0000016.41 -000402.27
0058390.00 0000019.78 0000016.41 -000402.30
0058420.00 0000019.76 0000016.40 -000402.29
0058451.00 0000019.77 0000016.41 -000402.16
0058481.00 0000019.77 0000016.41 -000401.97
0058512.00 0000019.76 0000016.40 -000401.91
0058542.00 0000019.77 0000016.41 -000401.84
0058573.00 0000019.77 0000016.41 -000401.72
0058603.00 0000019.76 0000016.40 -000401.92
0058633.00 0000019.76 0000016.40 -000401.93
0058664.00 0000019.76 0000016.40 -000401.63
0058694.00 0000019.76 0000016.40 -000401.79
0058725.00 0000019.76 0000016.40 -000401.70
0058755.00 0000019.75 0000016.40 -000401.45
0058786.00 0000019.74 0000016.40 -000401.72
0058816.00 0000019.76 0000016.40 -000401.49
0058847.00 0000019.75 0000016.40 -000401.37
0058877.00 0000019.75 0000016.40 -000401.54
0058907.00 0000019.74 0000016.40 -000401.25
0058938.00 0000019.74 0000016.40 -000401.47
0058968.00 0000019.75 0000016.40 -000401.43
0058999.00 0000019.75 0000016.40 -000401.14
0059029.00 0000019.75 0000016.40 -000401.10
0059060.00 0000019.75 0000016.40 -000401.21
0059090.00 0000019.74 0000016.40 -000400.85
0059120.00 0000019.74 0000016.40 -000400.97
0059151.00 0000019.74 0000016.40 -000401.05
0059181.00 0000019.74 0000016.40 -000401.02
0059212.00 0000019.74 0000016.40 -000400.72
0059242.00 0000019.74 0000016.40 -000400.84
0059273.00 0000019.73 0000016.44 -000400.93
0059303.00 0000019.73 0000016.40 -000400.57
0059333.00 0000019.73 0000016.44 -000400.80
0059364.00 0000019.72 0000016.40 -000400.84
0059395.00 0000019.73 0000016.40 -000400.59
0059425.00 0000019.72 0000016.44 -000400.49
0059455.00 0000019.73 0000016.40 -000400.66
0059486.00 0000019.72 0000016.40 -000400.32
0059516.00 0000019.72 0000016.44 -000400.50
0059547.00 0000019.72 0000016.47 -000400.32
0059577.00 0000019.72 0000016.44 -000400.48
0059608.00 0000019.72 0000016.40 -000400.38
0059638.00 0000019.73 0000016.47 -000400.51
0059668.00 0000019.71 0000016.47 -000400.41
0059699.00 0000019.72 0000016.44 -000400.06
0059729.00 0000019.72 0000016.47 -000400.25
0059760.00 0000019.73 0000016.47 -000400.32
0059790.00 0000019.72 0000016.44 -000400.21
0059821.00 0000019.72 0000016.44 -000400.02
0059851.00 0000019.71 0000016.47 -000399.98
0059881.00 0000019.72 0000016.47 -000399.98
0059912.00 0000019.72 0000016.47 -000399.74
0059942.00 0000019.72 0000016.44 -000399.92
0059973.00 0000019.71 0000016.40 -000399.68
0060003.00 0000019.70 0000016.47 -000399.55
0060034.00 0000019.70 0000016.40 -000399.65
0060064.00 0000019.70 0000016.47 -000399.79
0060095.00 0000019.71 0000016.47 -000399.61
0060125.00 0000019.71 0000016.47 -000399.73
0060155.00 0000019.70 0000016.47 -000399.71
0060186.00 0000019.71 0000016.47 -000399.35
0060216.00 0000019.71 0000016.47 -000399.58
0060247.00 0000019.70 0000016.47 -000399.30
0060277.00 0000019.70 0000016.47 -000399.22
0060308.00 0000019.70 0000016.47 -000399.15
0060338.00 0000019.69 0000016.47 -000399.19
0060369.00 0000019.70 0000016.47 -000399.13
0060399.00 0000019.70 0000016.47 -000399.26
0060430.00 0000019.69 0000016.47 -000399.14
0060460.00 0000019.70 0000016.47 -000399.00
0060490.00 0000019.70 0000016.47 -000398.88
0060521.00 0000019.70 0000016.47 -000398.86
0060551.00 0000019.71 0000016.47 -000399.17
0060582.00 0000019.69 0000016.47 -000399.09
0060612.00 0000019.68 0000016.47 -000398.76
0060643.00 0000019.70 0000016.47 -000398.91
0060673.00 0000019.69 0000016.47 -000398.88
0060703.00 0000019.70 0000016.47 -000398.69
0060734.00 0000019.69 0000016.47 -000398.90
0060764.00 0000019.69 0000016.47 -000398.72
0060795.00 0000019.69 0000016.47 -000398.58
0060825.00 0000019.69 0000016.47 -000398.71
0060856.00 0000019.69 0000016.47 -000398.68
0060886.00 0000019.69 0000016.47 -000398.41
0060916.00 0000019.68 0000016.47 -000398.39
0060947.00 0000019.68 0000016.47 -000398.54
0060977.00 0000019.69 0000016.47 -000398.57
0061008.00 0000019.68 0000016.47 -000398.62
0061038.00 0000019.68 0000016.47 -000398.46
0061069.00 0000019.68 0000016.47 -000398.29
0061099.00 0000019.68 0000016.47 -000398.12
0061129.00 0000019.68 0000016.47 -000398.27
0061160.00 0000019.68 0000016.47 -000398.32
0061190.00 0000019.68 0000016.47 -000397.94
0061221.00 0000019.69 0000016.47 -000398.08
0061252.00 0000019.68 0000016.47 -000397.94
0061282.00 0000019.68 0000016.47 -000397.90
0061312.00 0000019.67 0000016.47 -000397.90
0061343.00 0000019.68 0000016.47 -000397.79
0061373.00 0000019.67 0000016.47 -000397.74
0061404.00 0000019.68 0000016.50 -000397.71
0061434.00 0000019.68 0000016.47 -000397.86
0061464.00 0000019.67 0000016.47 -000398.04
0061495.00 0000019.67 0000016.47 -000397.69
0061525.00 0000019.66 0000016.50 -000397.61
0061556.00 0000019.67 0000016.47 -000397.56
0061586.00 0000019.66 0000016.54 -000397.59
0061617.00 0000019.68 0000016.54 -000397.51
0061647.00 0000019.68 0000016.47 -000397.65
0061678.00 0000019.67 0000016.47 -000397.48
0061708.00 0000019.67 0000016.47 -000397.28
0061738.00 0000019.67 0000016.47 -000397.51
0061769.00 0000019.67 0000016.50 -000397.30
0061799.00 0000019.68 0000016.50 -000397.27
0061830.00 0000019.66 0000016.50 -000397.50
0061860.00 0000019.68 0000016.50 -000397.19
0061891.00 0000019.68 0000016.54 -000397.33
0061921.00 0000019.68 0000016.47 -000397.22
0061951.00 0000019.66 0000016.54 -000397.39
0061982.00 0000019.67 0000016.50 -000397.37
0062012.00 0000019.68 0000016.54 -000397.05
0062043.00 0000019.66 0000016.54 -000397.18
0062073.00 0000019.67 0000016.54 -000397.10
0062104.00 0000019.66 0000016.54 -000396.98
0062134.00 0000019.66 0000016.54 -000397.18
0062165.00 0000019.65 0000016.54 -000397.04
0062195.00 0000019.66 0000016.50 -000396.76
0062226.00 0000019.66 0000016.50 -000396.98
0062256.00 0000019.67 0000016.54 -000397.05
0062286.00 0000019.65 0000016.50 -000398.59
0062317.00 0000019.66 0000016.54 -000396.89
0062347.00 0000019.66 0000016.54 -000396.87
0062378.00 0000019.67 0000016.54 -000396.77
0062408.00 0000019.65 0000016.54 -000396.64
0062439.00 0000019.66 0000016.54 -000396.40
0062469.00 0000019.67 0000016.54 -000396.75
0062499.00 0000019.66 0000016.54 -000396.54
0062530.00 0000019.67 0000016.54 -000396.46
0062560.00 0000019.66 0000016.54 -000396.42
0062591.00 0000019.66 0000016.54 -000396.47
0062621.00 0000019.66 0000016.54 -000396.70
0062652.00 0000019.66 0000016.54 -000396.47
0062682.00 0000019.68 0000016.54 -000396.42
0062712.00 0000019.67 0000016.54 -000396.37
0062743.00 0000019.66 0000016.54 -000396.16
0062773.00 0000019.66 0000016.54 -000396.09
0062804.00 0000019.66 0000016.54 -000396.22
0062834.00 0000019.65 0000016.54 -000396.36
0062865.00 0000019.66 0000016.54 -000396.19
0062895.00 0000019.66 0000016.54 -000396.13
0062926.00 0000019.66 0000016.54 -000396.05
0062956.00 0000019.66 0000016.54 -000396.07
0062986.00 0000019.66 0000016.54 -000396.31
0063017.00 0000019.66 0000016.54 -000396.25
0063048.00 0000019.67 0000016.54 -000395.90
0063078.00 0000019.66 0000016.54 -000396.00
0063108.00 0000019.66 0000016.54 -000396.11
0063139.00 0000019.65 0000016.54 -000395.91
0063169.00 0000019.66 0000016.54 -000395.74
0063200.00 0000019.65 0000016.54 -000395.67
0063230.00 0000019.65 0000016.54 -000395.69
0063261.00 0000019.66 0000016.54 -000395.99
0063291.00 0000019.66 0000016.54 -000395.94
0063321.00 0000019.65 0000016.54 -000395.65
0063352.00 0000019.65 0000016.54 -000395.82
0063382.00 0000019.65 0000016.54 -000395.82
0063413.00 0000019.65 0000016.54 -000395.61
0063443.00 0000019.66 0000016.54 -000395.85
0063474.00 0000019.65 0000016.54 -000395.65
0063504.00 0000019.66 0000016.54 -000395.57
0063534.00 0000019.66 0000016.54 -000395.68
0063565.00 0000019.66 0000016.54 -000395.44
0063595.00 0000019.66 0000016.54 -000395.72
0063626.00 0000019.66 0000016.54 -000395.64
0063656.00 0000019.66 0000016.54 -000395.68
0063687.00 0000019.65 0000016.57 -000395.25
0063717.00 0000019.66 0000016.54 -000395.43
0063747.00 0000019.66 0000016.57 -000395.69
0063778.00 0000019.66 0000016.54 -000395.45
0063808.00 0000019.66 0000016.54 -000395.22
0063839.00 0000019.66 0000016.57 -000395.27
0063869.00 0000019.66 0000016.57 -000395.50
0063900.00 0000019.65 0000016.54 -000395.17
0063930.00 0000019.66 0000016.61 -000395.44
0063961.00 0000019.66 0000016.54 -000395.28
0063991.00 0000019.66 0000016.54 -000395.28
0064022.00 0000019.66 0000016.57 -000395.31
0064052.00 0000019.66 0000016.57 -000395.30
0064082.00 0000019.66 0000016.61 -000395.38
0064113.00 0000019.66 0000016.61 -000395.01
0064143.00 0000019.67 0000016.61 -000395.37
0064174.00 0000019.66 0000016.57 -000394.93
0064204.00 0000019.66 0000016.57 -000395.07
0064235.00 0000019.65 0000016.61 -000394.94
0064265.00 0000019.66 0000016.61 -000394.90
0064296.00 0000019.66 0000016.61 -000395.07
0064326.00 0000019.66 0000016.61 -000395.18
0064356.00 0000019.66 0000016.57 -000395.01
0064387.00 0000019.66 0000016.57 -000395.10
0064417.00 0000019.68 0000016.61 -000395.00
0064448.00 0000019.67 0000016.61 -000394.83
0064478.00 0000019.67 0000016.61 -000395.07
0064509.00 0000019.66 0000016.61 -000394.71
0064539.00 0000019.67 0000016.61 -000394.71
0064569.00 0000019.66 0000016.61 -000394.78
0064600.00 0000019.66 0000016.61 -000394.93
0064630.00 0000019.66 0000016.61 -000395.06
0064661.00 0000019.66 0000016.61 -000394.88
0064691.00 0000019.66 0000016.61 -000394.84
0064722.00 0000019.66 0000016.61 -000394.94
0064752.00 0000019.66 0000016.61 -000394.71
0064782.00 0000019.66 0000016.61 -000394.87
0064813.00 0000019.66 0000016.61 -000394.93
0064843.00 0000019.65 0000016.61 -000394.66
0064874.00 0000019.68 0000016.61 -000394.55
0064904.00 0000019.67 0000016.61 -000394.47
0064935.00 0000019.67 0000016.61 -000394.59
0064965.00 0000019.67 0000016.61 -000394.48
0064996.00 0000019.66 0000016.61 -000394.56
0065026.00 0000019.68 0000016.61 -000394.75
0065057.00 0000019.66 0000016.61 -000394.46
0065087.00 0000019.66 0000016.61 -000394.34
0065117.00 0000019.67 0000016.61 -000394.46
0065148.00 0000019.66 0000016.61 -000394.51
0065178.00 0000019.66 0000016.61 -000394.42
0065209.00 0000019.66 0000016.61 -000394.65
0065239.00 0000019.68 0000016.61 -000394.41
0065270.00 0000019.68 0000016.61 -000394.56
0065300.00 0000019.66 0000016.61 -000394.46
0065330.00 0000019.67 0000016.61 -000394.49
0065361.00 0000019.67 0000016.61 -000394.50
0065391.00 0000019.66 0000016.61 -000394.38
0065422.00 0000019.68 0000016.61 -000394.45
0065452.00 0000019.68 0000016.61 -000394.57
0065483.00 0000019.68 0000016.61 -000394.30
0065513.00 0000019.68 0000016.61 -000394.37
0065543.00 0000019.66 0000016.61 -000394.23
0065574.00 0000019.65 0000016.61 -000394.38
0065604.00 0000019.67 0000016.61 -000394.43
0065635.00 0000019.67 0000016.61 -000394.33
0065665.00 0000019.67 0000016.61 -000394.26
0065696.00 0000019.66 0000016.61 -000394.20
0065726.00 0000019.67 0000016.61 -000394.47
0065757.00 0000019.68 0000016.61 -000394.42
0065787.00 0000019.66 0000016.61 -000394.28
0065818.00 0000019.67 0000016.64 -000394.15
0065848.00 0000019.67 0000016.61 -000394.17
0065879.00 0000019.67 0000016.61 -000394.40
0065909.00 0000019.67 0000016.61 -000394.12
0065939.00 0000019.68 0000016.64 -000394.21
0065970.00 0000019.68 0000016.64 -000394.32
0066000.00 0000019.68 0000016.61 -000394.29
0066031.00 0000019.68 0000016.68 -000394.03
0066061.00 0000019.68 0000016.68 -000394.21
0066092.00 0000019.66 0000016.64 -000394.29
0066122.00 0000019.69 0000016.68 -000394.05
0066152.00 0000019.68 0000016.61 -000394.12
0066183.00 0000019.68 0000016.64 -000393.93
0066213.00 0000019.68 0000016.68 -000394.03
0066244.00 0000019.68 0000016.64 -000394.18
0066274.00 0000019.68 0000016.68 -000393.96
0066305.00 0000019.68 0000016.68 -000393.88
0066335.00 0000019.68 0000016.68 -000393.85
0066365.00 0000019.69 0000016.68 -000394.16
0066396.00 0000019.68 0000016.68 -000393.93
0066426.00 0000019.69 0000016.68 -000394.05
0066457.00 0000019.68 0000016.68 -000394.19
0066487.00 0000019.69 0000016.68 -000394.04
0066518.00 0000019.68 0000016.68 -000394.11
0066548.00 0000019.68 0000016.68 -000394.04
0066578.00 0000019.69 0000016.68 -000394.04
0066609.00 0000019.69 0000016.68 -000393.83
0066639.00 0000019.69 0000016.68 -000394.14
0066670.00 0000019.69 0000016.68 -000394.08
0066700.00 0000019.70 0000016.68 -000393.89
0066731.00 0000019.70 0000016.68 -000393.78
0066761.00 0000019.70 0000016.68 -000394.18
0066792.00 0000019.70 0000016.68 -000393.89
0066822.00 0000019.70 0000016.68 -000393.88
0066853.00 0000019.70 0000016.68 -000394.04
0066883.00 0000019.70 0000016.68 -000393.91
0066913.00 0000019.70 0000016.68 -000393.93
0066944.00 0000019.68 0000016.68 -000394.03
0066974.00 0000019.70 0000016.68 -000394.07
0067005.00 0000019.70 0000016.68 -000393.75
0067035.00 0000019.70 0000016.68 -000394.04
0067066.00 0000019.69 0000016.68 -000393.82
0067096.00 0000019.70 0000016.68 -000393.71
0067126.00 0000019.70 0000016.68 -000393.78
0067157.00 0000019.71 0000016.71 -000393.76
0067187.00 0000019.70 0000016.68 -000393.78
0067218.00 0000019.70 0000016.71 -000393.98
0067248.00 0000019.70 0000016.68 -000393.84
0067279.00 0000019.71 0000016.71 -000393.86
0067309.00 0000019.70 0000016.75 -000393.98
0067340.00 0000019.69 0000016.71 -000393.82
