VPX14757-W773_Striptest_001.dat
Hamamatsu ATLAS12 VPX14757 W773
project: S
componentType: SENSOR
testType: SENSOR_STRIP_TEST
component: 20USBSL0000773
date: 06.06.2019
runNumber: 12
SENSOR_TEST_TT: 11:08:09
SENSOR_TEST_SN: ???
passed: false
problems: false
institution: GL
Full Strip Test - Segment	1
SENSOR_TEST_VB: -150
SENSOR_TEST_FREQ: 1
W-K6440B,
SENSOR_TEST_MU: Keithley 2410
SENSOR_TEST_TEMP: 19.1
SENSOR_TEST_HUMIDITY: 45.6
5: 1280
%%SENSOR_TEST_PPI/% %%SENSOR_TEST_CURRENT/% %%SENSOR_TEST_CAP/% %%SENSOR_TEST_RES/%
0000510.00 0000001.63 0000066.80 0000001.38
0000511.00 0000000.46 0000065.14 0000001.37
0000512.00 0000000.04 0000066.34 0000001.37
0000513.00 0000001.37 0000064.86 0000001.38
0000514.00 0000001.01 0000066.71 0000001.36
0000515.00 0000000.58 0000065.64 0000001.37
0000516.00 0000000.56 0000067.47 0000001.34
0000517.00 0000000.31 0000065.92 0000001.37
0000518.00 0000000.79 0000067.47 0000001.36
0000519.00 0000000.64 0000066.05 0000001.36
0000520.00 0000000.30 0000068.07 0000001.35
0000521.00 0000000.64 0000065.72 0000001.37
0000522.00 0000001.36 0000067.14 0000001.36
0000523.00 0000000.66 0000065.64 0000001.37
0000524.00 0000000.93 0000067.32 0000001.36
0000525.00 0000000.28 0000065.60 0000001.37
0000526.00 0000003.91 0000067.17 0000001.37
0000527.00 0000000.50 0000065.72 0000001.38
0000528.00 0000001.30 0000067.77 0000001.37
0000529.00 0000001.06 0000065.55 0000001.38
0000530.00 0000003.97 0000066.91 0000001.38
0000531.00 0000000.48 0000065.52 0000001.38
0000532.00 0000000.79 0000066.98 0000001.37
0000533.00 0000000.84 0000065.55 0000001.38
0000534.00 0000001.92 0000067.02 0000001.37
0000535.00 0000000.71 0000065.58 0000001.38
0000536.00 0000001.26 0000067.02 0000001.37
0000537.00 0000000.74 0000065.45 0000001.38
0000538.00 0000001.62 0000066.68 0000001.38
0000539.00 0000000.29 0000065.43 0000001.38
0000540.00 0000000.35 0000066.77 0000001.38
0000541.00 0000000.30 0000065.29 0000001.37
0000542.00 0000001.75 0000066.73 0000001.37
0000543.00 0000000.25 0000065.03 0000001.37
0000544.00 0000000.24 0000066.27 0000001.36
0000545.00 0000001.47 0000064.84 0000001.38
0000546.00 0000000.92 0000066.58 0000001.36
0000547.00 0000000.55 0000065.58 0000001.36
0000548.00 0000000.51 0000067.35 0000001.34
0000549.00 0000000.26 0000065.83 0000001.36
0000550.00 0000000.72 0000067.49 0000001.35
0000551.00 0000000.26 0000066.08 0000001.36
0000552.00 0000000.15 0000068.04 0000001.35
0000553.00 0000000.63 0000065.69 0000001.37
0000554.00 0000001.43 0000067.08 0000001.36
0000555.00 0000000.54 0000065.54 0000001.37
0000556.00 0000000.93 0000067.27 0000001.36
0000557.00 0000000.38 0000065.53 0000001.37
0000558.00 0000004.15 0000067.16 0000001.36
0000559.00 0000000.37 0000065.69 0000001.37
0000560.00 0000001.27 0000067.70 0000001.36
0000561.00 0000000.91 0000065.46 0000001.38
0000562.00 0000003.92 0000066.77 0000001.37
0000563.00 0000000.43 0000065.44 0000001.38
0000564.00 0000000.92 0000066.91 0000001.37
0000565.00 0000000.82 0000065.44 0000001.38
0000566.00 0000001.60 0000066.91 0000001.37
0000567.00 0000000.37 0000065.44 0000001.38
0000568.00 0000001.27 0000066.91 0000001.37
0000569.00 0000000.77 0000065.34 0000001.38
0000570.00 0000001.61 0000066.53 0000001.38
0000571.00 0000000.08 0000065.36 0000001.38
0000572.00 0000000.65 0000066.76 0000001.37
0000573.00 0000000.15 0000065.28 0000001.37
0000574.00 0000001.36 0000066.64 0000001.37
0000575.00 0000000.16 0000065.05 0000001.37
0000576.00 0000000.18 0000066.19 0000001.36
0000577.00 0000001.47 0000064.83 0000001.37
0000578.00 0000000.99 0000066.54 0000001.35
0000579.00 0000000.52 0000065.50 0000001.36
0000580.00 0000000.45 0000067.41 0000001.34
0000581.00 0000000.02 0000065.78 0000001.36
0000582.00 0000000.40 0000067.42 0000001.35
0000583.00 0000000.41 0000065.97 0000001.36
0000584.00 0000000.17 0000068.14 0000001.35
0000585.00 0000000.62 0000065.64 0000001.36
0000586.00 0000001.48 0000067.07 0000001.36
0000587.00 0000000.78 0000065.54 0000001.36
0000588.00 0000000.55 0000067.22 0000001.35
0000589.00 0000000.12 0000065.55 0000001.37
0000590.00 0000003.86 0000067.16 0000001.36
0000591.00 0000000.64 0000065.62 0000001.37
0000592.00 0000001.19 0000067.70 0000001.36
0000593.00 0000000.76 0000065.45 0000001.37
0000594.00 0000003.80 0000066.79 0000001.37
0000595.00 0000000.56 0000065.42 0000001.37
0000596.00 0000000.80 0000066.94 0000001.36
0000597.00 0000000.38 0000065.35 0000001.37
0000598.00 0000001.67 0000066.80 0000001.37
0000599.00 0000000.42 0000065.42 0000001.38
0000600.00 0000000.92 0000066.89 0000001.36
0000601.00 0000000.54 0000065.28 0000001.37
0000602.00 0000001.73 0000066.56 0000001.38
0000603.00 0000000.04 0000065.31 0000001.38
0000604.00 0000000.24 0000066.69 0000001.37
0000605.00 0000000.26 0000065.25 0000001.37
0000606.00 0000001.28 0000066.64 0000001.37
0000607.00 0000000.13 0000064.95 0000001.36
0000608.00 0000000.07 0000066.14 0000001.35
0000609.00 0000001.42 0000064.78 0000001.37
0000610.00 0000000.82 0000066.43 0000001.35
0000611.00 0000000.44 0000065.48 0000001.35
0000612.00 0000000.48 0000067.34 0000001.33
0000613.00 0000000.33 0000065.77 0000001.36
0000614.00 0000000.70 0000067.36 0000001.35
0000615.00 0000000.22 0000065.85 0000001.35
0000616.00 0000000.13 0000067.98 0000001.35
0000617.00 0000000.80 0000065.53 0000001.36
0000618.00 0000001.46 0000066.97 0000001.36
0000619.00 0000000.61 0000065.48 0000001.36
0000620.00 0000000.64 0000067.21 0000001.35
0000621.00 0000000.26 0000065.45 0000001.36
0000622.00 0000004.18 0000066.98 0000001.36
0000623.00 0000000.46 0000065.61 0000001.36
0000624.00 0000001.18 0000067.67 0000001.36
0000625.00 0000000.66 0000065.32 0000001.37
0000626.00 0000003.78 0000066.67 0000001.37
0000627.00 0000000.49 0000065.31 0000001.37
0000628.00 0000000.95 0000066.90 0000001.36
0000629.00 0000000.81 0000065.36 0000001.37
0000630.00 0000001.60 0000066.83 0000001.37
0000631.00 0000000.41 0000065.28 0000001.37
0000632.00 0000000.97 0000066.83 0000001.36
0000633.00 0000000.61 0000065.28 0000001.37
0000634.00 0000001.52 0000066.49 0000001.37
0000635.00 0000000.21 0000065.28 0000001.37
0000636.00 0000000.70 0000066.68 0000001.37
0000637.00 0000000.17 0000065.21 0000001.36
0000638.00 0000001.53 0000066.61 0000001.36
0000639.00 0000000.18 0000064.97 0000001.36
0000640.00 0000000.01 0000066.08 0000001.35
0000641.00 0000001.03 0000064.47 0000001.38
0000642.00 0000000.77 0000066.38 0000001.35
0000643.00 0000000.65 0000065.28 0000001.36
0000644.00 0000000.56 0000067.31 0000001.33
0000645.00 0000000.18 0000065.56 0000001.36
0000646.00 0000000.52 0000067.30 0000001.35
0000647.00 0000000.24 0000065.75 0000001.36
0000648.00 0000000.02 0000067.87 0000001.34
0000649.00 0000000.61 0000065.42 0000001.36
0000650.00 0000001.44 0000066.86 0000001.35
0000651.00 0000000.75 0000065.38 0000001.36
0000652.00 0000000.93 0000067.05 0000001.35
0000653.00 0000000.46 0000065.45 0000001.36
0000654.00 0000003.77 0000066.90 0000001.36
0000655.00 0000000.65 0000065.46 0000001.37
0000656.00 0000001.03 0000067.56 0000001.36
0000657.00 0000000.91 0000065.19 0000001.37
0000658.00 0000003.46 0000066.62 0000001.37
0000659.00 0000000.42 0000065.28 0000001.37
0000660.00 0000000.70 0000066.79 0000001.36
0000661.00 0000000.61 0000065.14 0000001.37
0000662.00 0000001.40 0000066.75 0000001.37
0000663.00 0000000.67 0000065.20 0000001.37
0000664.00 0000001.24 0000066.79 0000001.36
0000665.00 0000000.57 0000065.14 0000001.37
0000666.00 0000001.75 0000066.46 0000001.37
0000667.00 0000000.28 0000065.06 0000001.37
0000668.00 0000000.41 0000066.59 0000001.36
0000669.00 0000000.03 0000064.95 0000001.37
0000670.00 0000001.33 0000066.48 0000001.36
0000671.00 0000000.19 0000064.64 0000001.38
0000672.00 0000000.17 0000065.98 0000001.35
0000673.00 0000000.90 0000064.43 0000001.38
0000674.00 0000001.01 0000066.33 0000001.35
0000675.00 0000001.00 0000065.11 0000001.36
0000676.00 0000000.43 0000067.27 0000001.33
0000677.00 0000000.12 0000065.52 0000001.35
0000678.00 0000000.78 0000067.17 0000001.34
0000679.00 0000000.45 0000065.64 0000001.35
0000680.00 0000000.34 0000067.80 0000001.34
0000681.00 0000000.66 0000065.33 0000001.36
0000682.00 0000001.21 0000066.83 0000001.35
0000683.00 0000000.87 0000065.26 0000001.36
0000684.00 0000000.77 0000067.00 0000001.35
0000685.00 0000000.53 0000065.30 0000001.36
0000686.00 0000003.82 0000066.87 0000001.36
0000687.00 0000000.80 0000065.47 0000001.37
0000688.00 0000001.09 0000067.51 0000001.35
0000689.00 0000000.60 0000065.22 0000001.37
0000690.00 0000003.30 0000066.63 0000001.36
0000691.00 0000000.35 0000065.12 0000001.37
0000692.00 0000001.05 0000066.76 0000001.36
0000693.00 0000000.43 0000065.08 0000001.37
0000694.00 0000001.88 0000066.66 0000001.36
0000695.00 0000000.61 0000065.15 0000001.37
0000696.00 0000001.26 0000066.73 0000001.36
0000697.00 0000000.68 0000065.04 0000001.37
0000698.00 0000001.70 0000066.36 0000001.37
0000699.00 0000000.57 0000065.04 0000001.37
0000700.00 0000000.30 0000066.44 0000001.36
0000701.00 0000000.02 0000064.95 0000001.37
0000702.00 0000001.51 0000066.39 0000001.36
0000703.00 0000000.42 0000064.55 0000001.37
0000704.00 0000000.21 0000066.00 0000001.35
0000705.00 0000001.29 0000064.27 0000001.37
0000706.00 0000000.95 0000066.31 0000001.35
0000707.00 0000000.49 0000065.06 0000001.36
0000708.00 0000000.67 0000067.19 0000001.33
0000709.00 0000000.23 0000065.47 0000001.35
0000710.00 0000000.66 0000067.14 0000001.34
0000711.00 0000000.49 0000065.66 0000001.35
0000712.00 0000000.34 0000067.75 0000001.34
0000713.00 0000000.85 0000065.33 0000001.36
0000714.00 0000001.02 0000066.78 0000001.35
0000715.00 0000000.70 0000065.22 0000001.36
0000716.00 0000000.73 0000066.98 0000001.34
0000717.00 0000000.25 0000065.19 0000001.36
0000718.00 0000003.56 0000066.86 0000001.35
0000719.00 0000000.59 0000065.36 0000001.36
0000720.00 0000000.94 0000067.42 0000001.35
0000721.00 0000000.74 0000065.09 0000001.36
0000722.00 0000003.50 0000066.49 0000001.36
0000723.00 0000000.41 0000065.04 0000001.37
0000724.00 0000000.92 0000066.70 0000001.35
0000725.00 0000000.41 0000065.11 0000001.37
0000726.00 0000002.03 0000066.61 0000001.36
0000727.00 0000000.53 0000065.08 0000001.37
0000728.00 0000001.06 0000066.69 0000001.36
0000729.00 0000000.62 0000064.94 0000001.37
0000730.00 0000001.68 0000066.20 0000001.37
0000731.00 0000000.36 0000064.95 0000001.37
0000732.00 0000000.28 0000066.38 0000001.36
0000733.00 0000000.07 0000064.83 0000001.37
0000734.00 0000001.36 0000066.37 0000001.36
0000735.00 0000000.38 0000064.45 0000001.37
0000736.00 0000000.31 0000065.86 0000001.35
0000737.00 0000001.21 0000064.20 0000001.37
0000738.00 0000001.05 0000066.19 0000001.34
0000739.00 0000000.65 0000065.03 0000001.36
0000740.00 0000000.21 0000067.14 0000001.32
0000741.00 0000000.30 0000065.37 0000001.35
0000742.00 0000000.43 0000067.06 0000001.34
0000743.00 0000000.60 0000065.47 0000001.35
0000744.00 0000000.37 0000067.49 0000001.33
0000745.00 0000000.53 0000065.21 0000001.36
0000746.00 0000001.16 0000066.69 0000001.35
0000747.00 0000000.74 0000065.11 0000001.36
0000748.00 0000000.47 0000066.94 0000001.34
0000749.00 0000000.14 0000065.20 0000001.36
0000750.00 0000003.60 0000066.74 0000001.35
0000751.00 0000000.57 0000065.17 0000001.36
0000752.00 0000000.92 0000067.24 0000001.35
0000753.00 0000000.76 0000065.02 0000001.36
0000754.00 0000003.47 0000066.45 0000001.36
0000755.00 0000000.31 0000064.98 0000001.37
0000756.00 0000000.75 0000066.58 0000001.35
0000757.00 0000000.55 0000064.95 0000001.37
0000758.00 0000001.73 0000066.55 0000001.36
0000759.00 0000000.50 0000064.92 0000001.37
0000760.00 0000001.21 0000066.52 0000001.35
0000761.00 0000000.48 0000064.89 0000001.37
0000762.00 0000001.77 0000066.20 0000001.36
0000763.00 0000000.21 0000064.84 0000001.37
0000764.00 0000000.27 0000066.36 0000001.36
0000765.00 0000000.29 0000064.71 0000001.37
0000766.00 0000001.26 0000066.28 0000001.36
0000767.00 0000000.10 0000064.35 0000001.37
0000768.00 0000000.14 0000065.85 0000001.34
0000769.00 0000001.15 0000064.17 0000001.37
0000770.00 0000000.67 0000066.12 0000001.34
0000771.00 0000000.43 0000064.90 0000001.36
0000772.00 0000000.55 0000067.09 0000001.32
0000773.00 0000000.28 0000065.34 0000001.35
0000774.00 0000000.41 0000067.04 0000001.33
0000775.00 0000000.18 0000065.47 0000001.35
0000776.00 0000000.33 0000067.51 0000001.33
0000777.00 0000000.85 0000065.12 0000001.35
0000778.00 0000000.90 0000066.61 0000001.34
0000779.00 0000000.75 0000065.17 0000001.35
0000780.00 0000000.89 0000066.83 0000001.34
0000781.00 0000000.05 0000065.08 0000001.35
0000782.00 0000003.64 0000066.72 0000001.34
0000783.00 0000000.56 0000065.12 0000001.35
0000784.00 0000000.68 0000067.27 0000001.35
0000785.00 0000000.59 0000064.95 0000001.36
0000786.00 0000003.35 0000066.41 0000001.36
0000787.00 0000000.42 0000064.98 0000001.36
0000788.00 0000000.61 0000066.59 0000001.35
0000789.00 0000000.88 0000064.87 0000001.36
0000790.00 0000001.33 0000066.43 0000001.35
0000791.00 0000000.25 0000064.95 0000001.36
0000792.00 0000001.19 0000066.58 0000001.35
0000793.00 0000000.70 0000064.79 0000001.37
0000794.00 0000001.48 0000066.09 0000001.36
0000795.00 0000000.05 0000064.79 0000001.36
0000796.00 0000000.65 0000066.34 0000001.35
0000797.00 0000000.09 0000064.74 0000001.36
0000798.00 0000001.67 0000066.24 0000001.35
0000799.00 0000000.18 0000064.31 0000001.37
0000800.00 0000000.03 0000065.81 0000001.34
0000801.00 0000001.65 0000064.17 0000001.37
0000802.00 0000000.57 0000066.16 0000001.34
0000803.00 0000000.70 0000064.88 0000001.35
0000804.00 0000000.10 0000067.02 0000001.32
0000805.00 0000000.44 0000065.28 0000001.34
0000806.00 0000000.91 0000066.85 0000001.33
0000807.00 0000000.26 0000065.41 0000001.34
0000808.00 0000000.14 0000067.49 0000001.33
0000809.00 0000000.52 0000065.11 0000001.35
0000810.00 0000001.24 0000066.57 0000001.35
0000811.00 0000000.49 0000065.02 0000001.35
0000812.00 0000000.66 0000066.79 0000001.33
0000813.00 0000000.06 0000065.00 0000001.35
0000814.00 0000003.56 0000066.72 0000001.34
0000815.00 0000000.72 0000065.11 0000001.36
0000816.00 0000000.73 0000067.20 0000001.34
0000817.00 0000000.60 0000064.94 0000001.36
0000818.00 0000003.74 0000066.34 0000001.35
0000819.00 0000000.29 0000064.84 0000001.36
0000820.00 0000001.04 0000066.48 0000001.34
0000821.00 0000001.01 0000064.84 0000001.36
0000822.00 0000001.59 0000066.42 0000001.35
0000823.00 0000000.84 0000064.89 0000001.36
0000824.00 0000000.77 0000066.47 0000001.35
0000825.00 0000000.87 0000064.80 0000001.36
0000826.00 0000001.22 0000066.13 0000001.36
0000827.00 0000000.34 0000064.84 0000001.36
0000828.00 0000000.28 0000066.25 0000001.35
0000829.00 0000000.10 0000064.65 0000001.36
0000830.00 0000001.55 0000066.27 0000001.35
0000831.00 0000000.06 0000064.28 0000001.36
0000832.00 0000000.02 0000065.73 0000001.33
0000833.00 0000001.37 0000064.09 0000001.36
0000834.00 0000000.69 0000066.07 0000001.33
0000835.00 0000000.46 0000064.89 0000001.35
0000836.00 0000000.62 0000066.99 0000001.31
0000837.00 0000000.22 0000065.26 0000001.34
0000838.00 0000000.69 0000066.94 0000001.33
0000839.00 0000000.17 0000065.40 0000001.34
0000840.00 0000000.31 0000067.43 0000001.32
0000841.00 0000000.69 0000065.08 0000001.34
0000842.00 0000000.71 0000066.55 0000001.34
0000843.00 0000001.28 0000065.02 0000001.35
0000844.00 0000000.19 0000066.78 0000001.33
0000845.00 0000000.02 0000065.00 0000001.35
0000846.00 0000003.29 0000066.58 0000001.34
0000847.00 0000000.71 0000065.07 0000001.35
0000848.00 0000000.55 0000067.11 0000001.33
0000849.00 0000000.31 0000064.81 0000001.36
0000850.00 0000003.77 0000066.26 0000001.34
0000851.00 0000000.37 0000064.83 0000001.36
0000852.00 0000000.90 0000066.43 0000001.34
0000853.00 0000000.39 0000064.88 0000001.36
0000854.00 0000001.75 0000066.33 0000001.35
0000855.00 0000000.54 0000064.86 0000001.36
0000856.00 0000001.28 0000066.50 0000001.34
0000857.00 0000000.63 0000064.80 0000001.36
0000858.00 0000001.26 0000066.07 0000001.36
0000859.00 0000000.37 0000064.69 0000001.36
0000860.00 0000000.10 0000066.22 0000001.35
0000861.00 0000000.52 0000064.54 0000001.36
0000862.00 0000001.13 0000066.17 0000001.34
0000863.00 0000000.08 0000064.21 0000001.36
0000864.00 0000000.39 0000065.75 0000001.33
0000865.00 0000001.56 0000064.13 0000001.35
0000866.00 0000000.57 0000066.02 0000001.32
0000867.00 0000000.59 0000064.82 0000001.34
0000868.00 0000000.40 0000066.91 0000001.31
0000869.00 0000000.19 0000065.22 0000001.34
0000870.00 0000000.26 0000066.88 0000001.32
0000871.00 0000000.82 0000065.39 0000001.33
0000872.00 0000000.45 0000067.48 0000001.31
0000873.00 0000000.51 0000064.95 0000001.34
0000874.00 0000001.26 0000066.49 0000001.33
0000875.00 0000000.27 0000064.95 0000001.34
0000876.00 0000001.04 0000066.80 0000001.32
0000877.00 0000000.23 0000065.02 0000001.35
0000878.00 0000003.72 0000066.64 0000001.33
0000879.00 0000000.47 0000065.09 0000001.35
0000880.00 0000000.68 0000067.14 0000001.33
0000881.00 0000001.03 0000064.79 0000001.35
0000882.00 0000002.66 0000066.19 0000001.34
0000883.00 0000000.90 0000064.84 0000001.35
0000884.00 0000000.53 0000066.42 0000001.33
0000885.00 0000000.94 0000064.83 0000001.35
0000886.00 0000001.25 0000066.37 0000001.34
0000887.00 0000000.77 0000064.83 0000001.35
0000888.00 0000000.75 0000066.37 0000001.34
0000889.00 0000000.14 0000064.71 0000001.36
0000890.00 0000001.19 0000066.03 0000001.35
0000891.00 0000000.12 0000064.68 0000001.36
0000892.00 0000000.52 0000066.20 0000001.34
0000893.00 0000000.06 0000064.56 0000001.35
0000894.00 0000001.16 0000066.15 0000001.34
0000895.00 0000000.06 0000064.23 0000001.36
0000896.00 0000000.18 0000065.78 0000001.32
0000897.00 0000001.70 0000064.08 0000001.35
0000898.00 0000000.35 0000065.97 0000001.32
0000899.00 0000000.98 0000064.78 0000001.34
0000900.00 0000000.35 0000066.89 0000001.30
0000901.00 0000000.23 0000065.23 0000001.33
0000902.00 0000000.28 0000066.85 0000001.32
0000903.00 0000000.81 0000065.29 0000001.33
0000904.00 0000000.48 0000067.45 0000001.31
0000905.00 0000000.24 0000065.00 0000001.34
0000906.00 0000001.42 0000066.48 0000001.32
0000907.00 0000000.27 0000064.94 0000001.34
0000908.00 0000001.14 0000066.78 0000001.32
0000909.00 0000000.44 0000064.96 0000001.34
0000910.00 0000003.77 0000066.60 0000001.33
0000911.00 0000000.31 0000064.94 0000001.34
0000912.00 0000001.29 0000067.11 0000001.33
0000913.00 0000000.98 0000064.78 0000001.35
0000914.00 0000002.93 0000066.22 0000001.34
0000915.00 0000000.80 0000064.82 0000001.35
0000916.00 0000000.20 0000066.47 0000001.33
0000917.00 0000000.88 0000064.75 0000001.35
0000918.00 0000001.36 0000066.30 0000001.34
0000919.00 0000000.25 0000064.78 0000001.35
0000920.00 0000001.07 0000066.40 0000001.33
0000921.00 0000000.53 0000064.65 0000001.35
0000922.00 0000000.93 0000066.05 0000001.34
0000923.00 0000000.04 0000064.67 0000001.35
0000924.00 0000000.65 0000066.22 0000001.33
0000925.00 0000000.58 0000064.57 0000001.35
0000926.00 0000000.93 0000066.13 0000001.33
0000927.00 0000000.39 0000064.14 0000001.35
0000928.00 0000000.19 0000065.66 0000001.32
0000929.00 0000001.14 0000063.99 0000001.35
0000930.00 0000000.85 0000065.86 0000001.32
0000931.00 0000000.55 0000064.78 0000001.34
0000932.00 0000000.35 0000066.87 0000001.30
0000933.00 0000000.29 0000065.11 0000001.33
0000934.00 0000000.58 0000066.83 0000001.32
0000935.00 0000000.33 0000065.21 0000001.33
0000936.00 0000000.07 0000067.28 0000001.31
0000937.00 0000000.58 0000064.88 0000001.33
0000938.00 0000001.20 0000066.44 0000001.33
0000939.00 0000000.72 0000064.88 0000001.33
0000940.00 0000000.49 0000066.64 0000001.32
0000941.00 0000000.15 0000064.86 0000001.34
0000942.00 0000003.37 0000066.44 0000001.33
0000943.00 0000000.55 0000064.95 0000001.34
0000944.00 0000000.70 0000066.95 0000001.32
0000945.00 0000000.60 0000064.78 0000001.34
0000946.00 0000003.14 0000066.19 0000001.33
0000947.00 0000000.72 0000064.73 0000001.34
0000948.00 0000000.63 0000066.38 0000001.33
0000949.00 0000000.74 0000064.71 0000001.35
0000950.00 0000001.46 0000066.30 0000001.33
0000951.00 0000000.52 0000064.67 0000001.35
0000952.00 0000000.72 0000066.36 0000001.33
0000953.00 0000000.34 0000064.61 0000001.35
0000954.00 0000001.57 0000065.98 0000001.34
0000955.00 0000000.21 0000064.59 0000001.34
0000956.00 0000000.54 0000066.20 0000001.33
0000957.00 0000000.18 0000064.55 0000001.34
0000958.00 0000000.93 0000066.05 0000001.33
0000959.00 0000000.12 0000064.14 0000001.35
0000960.00 0000000.14 0000065.64 0000001.31
0000961.00 0000001.22 0000064.02 0000001.35
0000962.00 0000000.88 0000065.80 0000001.32
0000963.00 0000000.79 0000064.67 0000001.33
0000964.00 0000000.14 0000066.77 0000001.30
0000965.00 0000000.20 0000065.04 0000001.33
0000966.00 0000000.42 0000066.74 0000001.32
0000967.00 0000000.49 0000065.21 0000001.33
0000968.00 0000000.10 0000067.30 0000001.31
0000969.00 0000000.35 0000064.89 0000001.33
0000970.00 0000001.02 0000066.37 0000001.32
0000971.00 0000000.72 0000064.86 0000001.33
0000972.00 0000000.47 0000066.58 0000001.32
0000973.00 0000000.25 0000064.82 0000001.33
0000974.00 0000003.37 0000066.47 0000001.32
0000975.00 0000000.55 0000064.99 0000001.34
0000976.00 0000000.65 0000067.12 0000001.32
0000977.00 0000000.66 0000064.70 0000001.34
0000978.00 0000003.23 0000066.12 0000001.33
0000979.00 0000000.52 0000064.68 0000001.34
0000980.00 0000000.51 0000066.34 0000001.32
0000981.00 0000000.69 0000064.59 0000001.34
0000982.00 0000001.43 0000066.29 0000001.33
0000983.00 0000000.42 0000064.68 0000001.34
0000984.00 0000000.64 0000066.31 0000001.33
0000985.00 0000000.47 0000064.62 0000001.34
0000986.00 0000001.44 0000065.96 0000001.34
0000987.00 0000000.04 0000064.57 0000001.34
0000988.00 0000000.49 0000066.16 0000001.33
0000989.00 0000000.02 0000064.48 0000001.34
0000990.00 0000001.17 0000066.04 0000001.33
0000991.00 0000000.31 0000064.17 0000001.34
0000992.00 0000000.08 0000065.61 0000001.31
0000993.00 0000001.39 0000063.89 0000001.35
0000994.00 0000000.79 0000065.80 0000001.32
0000995.00 0000000.66 0000064.66 0000001.33
0000996.00 0000000.29 0000066.77 0000001.31
0000997.00 0000000.26 0000065.00 0000001.33
0000998.00 0000000.40 0000066.69 0000001.32
0000999.00 0000000.26 0000065.19 0000001.33
0001000.00 0000000.02 0000067.33 0000001.31
0001001.00 0000000.75 0000064.87 0000001.33
0001002.00 0000001.28 0000066.38 0000001.32
0001003.00 0000000.60 0000064.83 0000001.33
0001004.00 0000000.74 0000066.52 0000001.32
0001005.00 0000000.03 0000064.84 0000001.33
0001006.00 0000003.36 0000066.44 0000001.32
0001007.00 0000000.50 0000064.89 0000001.33
0001008.00 0000000.72 0000067.04 0000001.32
0001009.00 0000000.79 0000064.70 0000001.34
0001010.00 0000003.16 0000066.13 0000001.33
0001011.00 0000000.64 0000064.59 0000001.34
0001012.00 0000000.83 0000066.27 0000001.33
0001013.00 0000000.71 0000064.60 0000001.34
0001014.00 0000001.42 0000066.19 0000001.33
0001015.00 0000000.54 0000064.61 0000001.34
0001016.00 0000000.78 0000066.31 0000001.33
0001017.00 0000000.38 0000064.49 0000001.34
0001018.00 0000001.49 0000065.91 0000001.34
0001019.00 0000000.18 0000064.52 0000001.34
0001020.00 0000000.24 0000066.00 0000001.33
0001021.00 0000000.22 0000064.48 0000001.34
0001022.00 0000001.17 0000065.98 0000001.33
0001023.00 0000000.26 0000064.09 0000001.34
0001024.00 0000000.14 0000065.61 0000001.31
0001025.00 0000001.41 0000063.85 0000001.35
0001026.00 0000000.67 0000065.75 0000001.33
0001027.00 0000000.42 0000064.56 0000001.34
0001028.00 0000000.20 0000066.72 0000001.31
0001029.00 0000000.27 0000064.95 0000001.33
0001030.00 0000000.54 0000066.61 0000001.32
0001031.00 0000000.26 0000065.04 0000001.33
0001032.00 0000000.10 0000067.18 0000001.31
0001033.00 0000000.56 0000064.78 0000001.33
0001034.00 0000001.03 0000066.33 0000001.32
0001035.00 0000000.79 0000064.78 0000001.33
0001036.00 0000000.58 0000066.58 0000001.31
0001037.00 0000000.25 0000064.78 0000001.33
0001038.00 0000003.21 0000066.36 0000001.32
0001039.00 0000000.35 0000064.90 0000001.34
0001040.00 0000000.91 0000067.02 0000001.32
0001041.00 0000000.63 0000064.65 0000001.34
0001042.00 0000002.90 0000066.09 0000001.33
0001043.00 0000000.64 0000064.55 0000001.34
0001044.00 0000000.84 0000066.30 0000001.32
0001045.00 0000000.64 0000064.58 0000001.34
0001046.00 0000001.14 0000066.11 0000001.33
0001047.00 0000000.40 0000064.55 0000001.34
0001048.00 0000000.76 0000066.22 0000001.32
0001049.00 0000000.35 0000064.53 0000001.34
0001050.00 0000001.31 0000065.83 0000001.34
0001051.00 0000000.05 0000064.53 0000001.34
0001052.00 0000000.33 0000066.01 0000001.33
0001053.00 0000000.23 0000064.42 0000001.34
0001054.00 0000001.00 0000065.97 0000001.33
0001055.00 0000000.22 0000064.02 0000001.34
0001056.00 0000000.06 0000065.56 0000001.31
0001057.00 0000001.45 0000063.76 0000001.35
0001058.00 0000000.63 0000065.64 0000001.32
0001059.00 0000000.69 0000064.58 0000001.34
0001060.00 0000000.20 0000066.69 0000001.31
0001061.00 0000000.04 0000064.88 0000001.33
0001062.00 0000000.59 0000066.54 0000001.32
0001063.00 0000000.50 0000065.05 0000001.33
0001064.00 0000000.13 0000067.12 0000001.31
0001065.00 0000000.63 0000064.76 0000001.33
0001066.00 0000000.92 0000066.24 0000001.32
0001067.00 0000000.69 0000064.68 0000001.33
0001068.00 0000000.60 0000066.47 0000001.31
0001069.00 0000000.18 0000064.70 0000001.34
0001070.00 0000003.18 0000066.34 0000001.32
0001071.00 0000000.75 0000064.77 0000001.33
0001072.00 0000000.95 0000066.79 0000001.32
0001073.00 0000000.95 0000064.52 0000001.34
0001074.00 0000002.96 0000065.99 0000001.33
0001075.00 0000000.43 0000064.53 0000001.34
0001076.00 0000000.70 0000066.22 0000001.33
0001077.00 0000000.42 0000064.48 0000001.34
